index,place,location,percent_veg,percent_high_veg,adress,arrondissement,place_type,lat,long
422,JARDINETS DE LA PLACE DE LA PORTE D'AUTEUIL,Jardinets décoratifs,0.42387843,42.387843,4 X PLACE DE LA PORTE D'AUTEUIL,16,Jardinet,48.84850765,2.258389936
423,SQUARE DE L'EGLISE NOTRE-DAME DE LA CROIX,Promenades ouvertes,0.19159024,19.159024,12 RUE EUPATORIA,20,Square,48.86874057,2.388168366
424,SQUARE DU CARDINAL WYSZINSKI,Promenades ouvertes,0.38454613,38.454613,72 RUE VERCINGETORIX,14,Square,48.83625814,2.316201291
425,SQUARE DU TCHAD,Promenades ouvertes,0.14306409,14.306409,8 AV GENERAL SARRAIL,16,Square,48.84625066,2.255570048
426,JARDIN D'IMMEUBLES GRENADE,Promenades ouvertes,0.63964724,63.964724,6 RUE MARSEILLAISE,19,Jardin d'immeubles,48.88835082,2.398556055
427,SQUARE FREDERIC ROSSIF,Promenades ouvertes,0.13219142,13.219142,173 T RUE CHARENTON,12,Square,48.84358136,2.385320417
428,MAIL MARCEL ACHARD,Promenades ouvertes,0.38243819,38.243819,6 PL MARCEL ACHARD,19,Mail,48.87338243,2.376684852
429,JARDIN DE LA PLACE DU MARECHAL DELATTRE DE TASSIGNY,Promenades ouvertes,0.33669711,33.669711,5 PL MARECHAL LATTRE TASSIGNY,16,Jardin,48.87162344,2.274919736
430,Chalet de vente Croix Rouge,Bois,0.23045461,23.045461,13 w Route de Ceinture du Lac Daumesnil,12,Bois,48.83103704,2.408634917
431,SQUARE CAMBRONNE,Promenades ouvertes,0.57317974,57.317974,3 RUE ALEXANDRE CABANEL,15,Square,48.84809931,2.302508296
432,SQUARE PAUL GILOT,Promenades ouvertes,0.55882035,55.882035,38 B RUE CONVENTION,15,Square,48.84408212,2.280459646
433,SQUARE PAUL GRIMAULT,Promenades ouvertes,0.03102056,3.102056,28 RUE FONTAINE MULARD,13,Square,48.82286711,2.34791043
434,Chalet de Vente Les Bosquettes Dauphine,Bois,1,100,13 Allée Fortunée,16,Bois,48.87252058,2.272458726
435,La Grande Cascade,Bois,0.34962238,34.962238,Allée de Longchamp,16,Bois,48.86265059,2.24040861
436,JARDIN DU MUSÉE MUNICIPAL COGNACQ-JAY,Jardins grandes institutions,0.0097996,0.97996,,3,Jardin,48.85798314,2.36202731
437,JARDIN EMILE GALLE,Promenades ouvertes,0.35586664,35.586664,32 RUE NEUVE BOULETS,11,Jardin,48.85395002,2.390801881
438,Jeu de Boules Saint James,Bois,0.66581209,66.581209,Route de la Muette à Neuilly,16,Bois,48.87765634,2.258728878
439,SQUARE DE LA PLACE DE LA REUNION,Promenades ouvertes,0.00118805,0.118805,74 RUE REUNION,20,Square,48.85609027,2.401302302
440,SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT,Promenades ouvertes,0.59708745,59.708745,1 SQ CLIGNANCOURT,18,Square,48.89303275,2.346501762
441,Bois de Boulogne,Bois,0.38319435,38.319435,,16,Bois,48.84839818,2.251822935
442,Bois de Vincennes,Bois,0.23841432,23.841432,,12,Bois,48.843356,2.438872325
443,Bois de Vincennes,Bois,0.9060038,90.60038,,12,Bois,48.83525713,2.430750165
444,Bois de Vincennes,Bois,0.90986432,90.986432,,12,Bois,48.83521842,2.454342206
445,Bois de Vincennes,Bois,0.62742389,62.742389,,12,Bois,48.84449999,2.448595765
446,Bois de Vincennes,Bois,0.48315746,48.315746,,12,Bois,48.8247095,2.464276025
447,Bois de Vincennes,Bois,0.26704039,26.704039,,12,Bois,48.83311288,2.441112259
448,Bois de Vincennes,Bois,0.13065517,13.065517,,12,Bois,48.82813624,2.41592034
449,Bois de Vincennes,Bois,0.6789639,67.89639,,12,Bois,48.84420353,2.451696597
450,JARDIN ATLANTIQUE,Promenades ouvertes,0.10554698,10.554698,17 ALL 2E B,15,Jardin,48.83978577,2.318847682
451,JARDIN D'IMMEUBLES ALBERT BARTHOLOME - BRANCION,Promenades ouvertes,0.3434786,34.34786,32 AV ALBERT BARTHOLOME,15,Jardin,48.82794814,2.29693043
452,SQUARE FEDERICO GARCIA LORCA,Promenades ouvertes,0.30844974,30.844974,7 W PORT HOTEL VILLE,4,Jardin,48.85478076,2.353101792
453,JARDIN GEORGES DUHAMEL,Promenades ouvertes,0.21262306,21.262306,5 RUE CHODERLOS LACLOS,13,Jardin,48.83204904,2.378196843
454,SQUARE DE LA RUE RENE BINET,Promenades ouvertes,0.52695416,52.695416,42 RUE RENE BINET,18,Square,48.89972992,2.338339562
455,SQUARE PRIOU - VALJEAN,Promenades ouvertes,0.18345139,18.345139,6 RUE FIGUIER,4,Square,48.85397747,2.359363536
456,Bois de Boulogne,Bois,0.80979756,80.979756,,16,Bois,48.87524459,2.266920114
457,PROMENADE PC 13 - POTERNE DES PEUPLIERS,Promenades ouvertes,0.6,60,34 BOULEVARD KELLERMANN,13,Promenade,48.82136409,2.353181877
458,JARDIN HENRI SAUVAGE,Promenades ouvertes,0.30272201,30.272201,5 RUE AMIRAUX,18,Jardin,48.89404555,2.352269569
459,Square de la Salamandre,Promenades ouvertes,0.58947784,58.947784,16 X SQ SALAMANDRE,20,Square,48.85796453,2.406120549
460,SQUARE FRANCIS LEMARQUE,Promenades ouvertes,0.00605343,0.605343,90 RUE ROQUETTE,11,Square,48.85605466,2.376793395
461,SQUARE DE LA MARSEILLAISE,Promenades ouvertes,0.32082268,32.082268,7 RUE MARSEILLAISE,19,Square,48.88729387,2.397625572
462,SQUARE OLGA BANCIC,Promenades ouvertes,0.09833126,9.833126,34 RUE GODEFROY CAVAIGNAC,11,Square,48.85619839,2.38088719
463,SQUARE ALBERT SCHWEITZER,Promenades ouvertes,0,0,10 RUE HOTEL VILLE,4,Square,48.8538702,2.357895463
464,PROMENADE RUE D'AUBERVILLIERS,Promenades ouvertes,0.1,10,155 RUE D'AUBEREVILLIERS,19,Promenade,48.89492623,2.370983103
465,SQUARE SAINT-LAURENT,Promenades ouvertes,0.1425317,14.25317,68 BD MAGENTA,10,Square,48.87452518,2.35817194
466,JARDIN DE LA RUE LA QUINTINIE,Promenades ouvertes,0.15596507,15.596507,41 RUE QUINTINIE,15,Jardin,48.83724111,2.304315724
467,T.E.P. Ménilmontant (Terre d’Ecologie Populaire),Jardinets décoratifs,0.3,30,49 BOULEVARD DE MENILMONTANT,11,Espace Vert,48.86122888,2.387351218
468,SQUARE JEAN JAURES,Promenades ouvertes,0.3,30,COURS MARIGNY,0,Square,48.84498441,2.439207832
469,Manège Baby Zoo,Bois,0.29630847,29.630847,29 Route de Ceinture du Lac Daumesnil,12,Bois,48.83304465,2.413710269
470,JARDIN DE LA PLACE DU DOCTEUR NAVARRE,Promenades ouvertes,0.76219453,76.219453,2 V PL DOCTEUR NAVARRE,13,Jardin,48.82789486,2.366210988
471,SQUARE DU VERT GALANT,Promenades ouvertes,0.38062475,38.062475,4 W PL PONT 9,1,Square,48.85740086,2.340269742
472,SQUARE EMILE CHAUTEMPS,Promenades ouvertes,0.61846308,61.846308,98 B BD SEBASTOPOL,3,Square,48.86716488,2.353817868
473,SQUARE FERNAND FOUREAU,Promenades ouvertes,0.03094267,3.094267,2 AV PORTE VINCENNES,12,Square,48.84648277,2.411650455
474,SQUARE HENRI GALLI,Promenades ouvertes,0.43587284,43.587284,9 BD HENRI 4,4,Square,48.85132409,2.36178078
475,SQUARE JULES VERNE,Promenades ouvertes,0.05568178,5.568178,19 RUE ORILLON,11,Square,48.87025794,2.375081098
476,SQUARE DU PASSAGE LEON,Promenades ouvertes,0.1863442,18.63442,20 RUE GARDES,18,Square,48.88615759,2.353386763
477,SQUARE MARCEL PAGNOL,Promenades ouvertes,0.42844864,42.844864,1 PL HENRI BERGSON,8,Square,48.87594904,2.320381701
478,JARDIN ROSALIND FRANKLIN,Promenades ouvertes,0.7349383,73.49383,167 RUE LOURMEL,15,Jardin,48.83921266,2.28278373
479,Manège du Jeu de boules de St Mandé,Bois,0,0,15 x Route du Lac de Saint Mandé,12,Bois,48.83862351,2.422214247
480,JARDIN DU MONUMENT RONSARD,Promenades ouvertes,0,0,43 B RUE ECOLES,5,Jardin,48.84899587,2.346332563
481,JARDIN DE L'HOTEL DE SENS,Promenades ouvertes,0.1,10,8 RUE DES NONNAINS D'HYERES,4,Jardin,48.85362758,2.358477948
482,SQUARE ROGER STEPHANE,Promenades ouvertes,0.24145789,24.145789,7 RUE RECAMIER,7,Square,48.85276743,2.328013956
483,JARDIN NATUREL-PIERRE EMMANUEL,Promenades ouvertes,0.71071296,71.071296,114 RUE REUNION,20,Jardin,48.8588794,2.399334119
484,JARDIN DU PERE THEILHARD DE CHARDIN,Promenades ouvertes,0.1,10,10 BOULEVARD HENRI IV,4,Jardin,48.85086525,2.362755885
485,Musée des Arts et Traditions Populaires,Bois,0.10767564,10.767564,6 Avenue du Mahatma Gandhi,16,Bois,48.87741141,2.268459237
486,Manège Le Carrousel,Bois,0.28610623,28.610623,15 w Avenue de Bel Air,12,Bois,48.84307972,2.421151295
487,JARDIN DE LA MULATRESSE SOLITUDE,Jardinets décoratifs,,,1   PLACE DU GENERAL CATROUX,17,Pelouse,48.88283415,2.31061898
488,JARDINIERES DE LA PLACE HENRI MATISSE,Décorations sur la voie publique,0.7,70,1 PLACE HENRI MATISSE,20,Jardiniere,48.86614819,2.391025545
489,Bois de Boulogne,Bois,0.5524606,55.24606,,16,Bois,48.87686119,2.27772299
490,Bois de Boulogne,Bois,0.40393301,40.393301,,16,Bois,48.86438613,2.231705613
491,Bois de Vincennes,Bois,0.6801148,68.01148,,12,Bois,48.84102383,2.428993608
492,Bois de Vincennes,Bois,0.67551028,67.551028,,12,Bois,48.83678292,2.464951021
493,COULEE VERTE RENE DUMONT - PROMENADE DU VIADUC DES ARTS,Promenades ouvertes,0.23006293,23.006293,113 AV DAUMESNIL,12,Promenade,48.84599129,2.378582437
494,JARDIN DE L'AVENUE FOCH - PELOUSE 07,Promenades ouvertes,0.32616275,32.616275,10 AV FOCH,16,Jardin,48.87310471,2.285561872
495,JARDIN DE L'AVENUE FOCH - PELOUSE 08,Promenades ouvertes,0.38138142,38.138142,10 AV FOCH,16,Jardin,48.87329228,2.287147793
496,JARDIN DE L'INTENDANT,Promenades ouvertes,0.12545893,12.545893,2 AV TOURVILLE,7,Jardin,48.85449933,2.310839326
497,JARDIN DES CEVENNES,Promenades ouvertes,0.36737441,36.737441,9 RUE CAUCHY,15,Jardin,48.84351434,2.27584412
498,JARDIN DU MONUMENT AUX MERES FRANCAISES,Promenades ouvertes,0.3748564,37.48564,29 BD KELLERMANN,13,Jardin,48.8200016,2.355910013
499,JARDIN DE L'AVENUE FOCH - PELOUSE 02,Promenades ouvertes,0.39218986,39.218986,10 AV FOCH,16,Jardin,48.87219125,2.276494864
500,MAIL DE BIEVRE,Promenades ouvertes,0.0343105,3.43105,105 BD AUGUSTE BLANQUI,13,Mail,48.82968359,2.344877663
501,CIMETIERE DE CHARONNE,Cimetières,0.16530224,16.530224,119- rue de Bagnolet,20,Cimetière,48.86071835,2.403673898
502,PROMENADE BERNARD LAFAY - C2,Promenades ouvertes,0.32883124,32.883124,4 RUE RAYMOND PITET,17,Promenade,48.89031176,2.29788779
503,JARDIN DU 122 RUE DES POISSONNIERS,Promenades ouvertes,0.13532308,13.532308,122 RUE POISSONNIERS,18,Jardin,48.895106,2.353732545
504,SQUARE CHARLES-VICTOR LANGLOIS,Promenades ouvertes,0.17369474,17.369474,6 RUE BLANCS MANTEAUX,4,Square,48.8587229,2.357995962
505,CIMETIERE DE BELLEVILLE,Cimetières,0.16084391,16.084391,40- rue du Télégraphe,20,Cimetière,48.87485488,2.400298132
506,JARDIN FEDERICA MONTSENY,Promenades ouvertes,0,0,2 V PL LOUIS ARMSTRONG,13,Jardin,48.83615372,2.359892494
507,Bois de Boulogne,Bois,0.56632975,56.632975,,16,Bois,48.87483512,2.274184533
508,Bois de Boulogne,Bois,0.1500642,15.00642,,16,Bois,48.87036134,2.242483627
509,Bois de Boulogne,Bois,0.53143709,53.143709,,16,Bois,48.85576188,2.239983368
510,JARDIN DE L'AVENUE FOCH - PELOUSE 14,Promenades ouvertes,0.2349918,23.49918,10 AV FOCH,16,Jardin,48.87288268,2.289358017
511,SQUARE DU DOCTEUR CALMETTE,Promenades ouvertes,0.44883619,44.883619,35 AV ALBERT BARTHOLOME,15,Square,48.82870252,2.297801104
512,SQUARE DES JONQUILLES,Promenades ouvertes,0.23095768,23.095768,219 RUE VERCINGETORIX,14,Square,48.83004914,2.308209622
513,SQUARE FROT-PHALSBOURG,Promenades ouvertes,0.00626812,0.626812,13 CITE PHALSBOURG,11,Square,48.85589077,2.385563183
514,JARDIN LIONEL ASSOUAD,Promenades ouvertes,0.16278482,16.278482,22 RUE CHATILLON,14,Jardin,48.82793191,2.322842172
515,JARDINET DE LA PLACE SAINT-ESTEPHE,Jardinets décoratifs,0.50233467,50.233467,102   QUAI DE BERCY,12,Jardinet,48.83124459,2.38605562
516,JARDINET DE LA PLACE RAOUL FOLLEREAU,Jardinets décoratifs,0.27136291,27.136291,2   PLACE  RAOUL FOLLEREAU,10,Jardinet,48.87649391,2.363800131
517,SQUARE DE L'ABBE ESQUERRE,Promenades ouvertes,0.37209077,37.209077,1 PL PRESIDENT MITHOUARD,7,Square,48.85031459,2.313651474
518,DECORATION DE LA PLACE LUCIEN HERR,Décorations sur la voie publique,0.00380607,0.380607,2   PLACE LUCIEN HERR,5,Decoration,48.84186048,2.348091093
519,MAIL PIERRE DESPROGES DIT TROTTOIR PIERRE DESPROGES,Promenades ouvertes,0.68550155,68.550155,143   RUE DE LA ROQUETTE,11,Mail,48.85908606,2.38518194
520,JARDIN JULES NOEL,Promenades ouvertes,0.41370627,41.370627,1 B AV MAURICE OCAGNE,14,Jardin,48.82423426,2.314825668
521,SQUARE JULES FERRY,Promenades ouvertes,0.53868183,53.868183,1   BOULEVARD JULES FERRY,11,Square,48.86772427,2.368120781
522,SQUARE LAURENT PRACHE,Promenades ouvertes,0.3719824,37.19824,15 RUE ABBAYE,6,Square,48.85425866,2.333938945
523,Bosquette de la Photo Hippique,Bois,0,0,85 Chemin de Ceinture du Lac Inférieur,16,Bois,48.8675263,2.261655641
524,Jardin du passage STENDHAL,Promenades ouvertes,0.06368473,6.368473,7 PAS STENDHAL,20,Jardin,48.86161991,2.400644486
525,SQUARE PAUL PARAY,Promenades ouvertes,0.232541,23.2541,24 RUE CHRISTINE PISAN,17,Square,48.88992114,2.307981782
526,Restaurant du Plateau de Gravelle,Bois,0.30238889,30.238889,9 w Route du Pesage,12,Bois,48.82011379,2.444030689
527,Square Louis LUMIERE (Centre Handisports),Promenades ouvertes,0.50770826,50.770826,42 RUE LOUIS LUMIERE,20,Square,48.85995692,2.411631737
528,Concession location de barques,Bois,0.07055067,7.055067,11 v Chemin de Ceinture du Lac Inférieur,16,Bois,48.86351881,2.259316554
529,JARDIN DE L'EGLISE SAINTE-JEANNE DE CHANTAL,Promenades ouvertes,0.26054243,26.054243,16 PL PORTE SAINT CLOUD,16,Jardin,48.83871821,2.256201677
530,JARDIN DE L'HOTEL SALE - LEONOR FINI,Promenades ouvertes,0.00520419,0.520419,90 RUE VIEILLE TEMPLE,3,Jardin,48.86017852,2.361654368
531,La Chesnay du Roy,Bois,0.41397247,41.397247,Route de la Pyramide,12,Bois,48.83797037,2.440610664
532,Jeu de boules de Vincennes,Bois,0.61570443,61.570443,16 w Route du Donjon,12,Bois,48.84448807,2.448449443
533,SQUARE ALEXANDRE LUQUET,Promenades ouvertes,0.42257191,42.257191,2 RUE TRANSVAAL,20,Square,48.87130071,2.386613719
534,PARC GEORGES BRASSENS,Promenades ouvertes,0.36201754,36.201754,2 PL JACQUES MARETTE,15,Parc,48.83166861,2.299720779
535,PROMENADE DU QUAI ANDRE CITROEN,Promenades ouvertes,0.05100608,5.100608,13   QUAI ANDRE CITROEN,15,Parc,48.84763505,2.2794839
536,SQUARE RUE DES PERICHAUX,Promenades ouvertes,0.12396943,12.396943,123 BD LEFEBVRE,15,Square,48.82963767,2.298778189
537,Chalet de vente de la Porte Jaune,Bois,0.34926362,34.926362,60 w Route Circulaire,12,Bois,48.83872427,2.458282935
538,Les Bosquettes Hippodrome/St Cloud,Bois,0.39653655,39.653655,22 x Avenue de Saint Cloud,16,Bois,48.85804594,2.255060386
539,Bois de Vincennes,Bois,0.39418626,39.418626,,12,Bois,48.82786588,2.410613055
540,Bois de Vincennes,Bois,0.23602328,23.602328,,12,Bois,48.83622407,2.455300907
541,JARDIN CLAIRE MOTTE,Promenades ouvertes,0.05373032,5.373032,6 PL PAUL TORTELIER,17,Jardin,48.89183117,2.304570644
542,JARDIN DU PALAIS ROYAL,Jardins d'Etat,0.3,30,,1,,48.86500734,2.337808893
543,JARDIN DES ENFANTS DU VELODROME D'HIVER,Promenades ouvertes,0.1,10,5 RUE NELATON,15,Jardin,48.85351555,2.288737875
544,JARDIN PAUL NIZAN,Promenades ouvertes,0.12276928,12.276928,9 RUE INDUSTRIE,13,Jardin,48.82262223,2.357485009
545,JARDIN SAMUEL DE CHAMPLAIN,Promenades ouvertes,0.60648113,60.648113,18 AV GAMBETTA,20,Jardin,48.86396119,2.392764937
546,JARDIN DE L'AVENUE FOCH - PELOUSE 24,Promenades ouvertes,0.4595752,45.95752,10 AV FOCH,16,Jardin,48.87145161,2.276086415
547,MAIL EMILE BOLLAERT,Promenades ouvertes,0.44759491,44.759491,18 AV PORTE AUBERVILLIERS,19,Mail,48.89997482,2.373444058
548,PARC CHAPELLE CHARBON,Promenades ouvertes,0.3,30,rue de la Croix Moreau,18,Parc,48.89670577,2.365564115
549,PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING,Promenades ouvertes,0.6,60,147 RUE CARDINET,17,Parc,48.8906333,2.314646292
550,JARDIN YITZHAK RABIN,Promenades ouvertes,0.54381211,54.381211,16   RUE JOSEPH KESSEL,12,Jardin,48.83517075,2.382479928
551,PARC SAINTE-PERINE,Promenades ouvertes,0.372376,37.2376,,16,Jardin,48.84447309,2.269068139
552,PROMENADE PC 12 - SAHEL - VOUTE,Promenades ouvertes,0.6,60,59 RUE DU SAHEL,12,Promenade,48.84354545,2.408616318
553,SQUARE AUGUSTE RENOIR,Promenades ouvertes,0.28513029,28.513029,205 RUE RAYMOND LOSSERAND,14,,48.82819756,2.309510947
554,SQUARE BRANCION,Promenades ouvertes,0.39362738,39.362738,27 AV PORTE BRANCION,15,Square,48.82614566,2.301194848
555,CIMETIERE DE BERCY,Cimetières,0.03797845,3.797845,329- rue de Charenton,12,Cimetière,48.83274792,2.397545626
556,SQUARE D'ANVERS,Promenades ouvertes,0.10921619,10.921619,3 PL ANVERS,9,Square,48.88217477,2.344377164
557,Bois de Vincennes,Bois,0.68907736,68.907736,,12,Bois,48.83022834,2.434876644
558,Bois de Boulogne,Bois,0.76988639,76.988639,,16,Bois,48.85763432,2.228060142
559,Bois de Vincennes,Bois,0.65494207,65.494207,,12,Bois,48.83361924,2.462459443
560,JARDIN BERTHE WEILL,Promenades ouvertes,0.1,10,1 RUE DE THORIGNY,3,Jardin,48.85945235,2.362275307
561,SQUARE GERBERT - BLOMET,Promenades ouvertes,0.84408218,84.408218,113 RUE BLOMET,15,Square,48.83990463,2.297976432
562,JARDIN LUC HOFFMANN,Promenades ouvertes,0.05740121,5.740121,10 RUE MAROC,19,Jardin,48.8867462,2.370503625
563,SQUARE LEOPOLD ACHILLE,Promenades ouvertes,0.26754669,26.754669,5 RUE PARC ROYAL,3,Square,48.85836999,2.363198078
564,SQUARE DU CAPORAL PEUGEOT,Promenades ouvertes,0.27915929,27.915929,2 RUE CAPORAL PEUGEOT,17,Square,48.88701001,2.290098959
565,SQUARE JULIETTE DODU,Promenades ouvertes,0.1924725,19.24725,14 RUE JULIETTE DODU,10,Square,48.87553409,2.369461812
566,SQUARE PAULY,Promenades ouvertes,0.3324934,33.24934,17 RUE PAULY,14,Square,48.83043626,2.313435203
567,ESPLANADE HABIB BOURGUIBA,Promenades ouvertes,0.31625118,31.625118,2 ESPL HABIB BOURGUIBA,7,Esplanade,48.86271048,2.305648275
568,SQUARE DE LA PLACE LOUISE LOSSERAND,Promenades ouvertes,0.97064897,97.064897,145 RUE RAYMOND LOSSERAND,14,Square,48.83115212,2.313349306
569,JARDINET DU BOULEVARD VINCENT AURIOL,Jardinets décoratifs,0.18390607,18.390607,183 V BOULEVARD VINCENT AURIOL,13,Jardinet,48.83159765,2.358060886
570,JARDINET DE LA PLACED'ITALIE EST,Jardinets décoratifs,0.04798923,4.798923,9 V PLACE D' ITALIE,13,Jardinet,48.83170803,2.356453095
571,PROMENADE PC 18 - ORNANO - POISSONNIERS,Promenades ouvertes,0.8,80,34 RUE BELLIARD,18,Promenade,48.89798466,2.34908344
572,SQUARE COURTELINE,Promenades ouvertes,0.13781264,13.781264,51 BD PICPUS,12,Square,48.84453013,2.4020918
573,JARDINIERES DE L'AVENUE DE LA PORTE DE VINCENNES (20EME),Décorations sur la voie publique,0.08698628,8.698628,1   AVENUE DE LA PORTE DE VINCENNES,20,Jardiniere,48.84717662,2.412654505
574,PROMENADE BERNARD LAFAY - C3,Promenades ouvertes,0.2,20,8 BOULEVARD DE REIMS,17,Promenade,48.89024397,2.298532962
575,PROMENADE D'AUSTRALIE 15E,Promenades ouvertes,0.11516945,11.516945,74   QUAI BRANLY,15,Promenade,48.85636447,2.289705814
576,SQUARE DU SERMENT DE KOUFRA,Promenades ouvertes,0.27321971,27.321971,30 X AV ERNEST REYER,14,Square,48.82154352,2.323286382
577,Jeux de Boules-Bridge de Saint Mandé,Bois,0.64706837,64.706837,21 w Route du Lac de Saint Mandé,12,Bois,48.83802433,2.423103611
578,JARDIN LAURE ALBIN GUILLOT,Promenades ouvertes,0.8,80,1 RUE PAUL BOURGET,13,Jardin d'immeubles,48.81749693,2.358294748
579,SEPE,Bois,0.15565487,15.565487,26 Route du Champ Manoeuvres,12,Bois,48.83506631,2.446365996
580,L'Auberge du Bonheur,Bois,0.33813707,33.813707,Allée de Longchamp,16,Bois,48.86217091,2.240333915
581,PLACETTE DE LA RUE BOUCHARDON,Promenades ouvertes,0.4,40,33 RUE DU CHATEAU D'EAU,10,Decoration,48.87108046,2.358238889
582,Chalet de vente n° 4 Ceinture du Lac,Bois,0.69789691,69.789691,31 Route de Ceinture du Lac Daumesnil,12,Bois,48.83379986,2.410667347
583,PROMENADE DU QUAI DE LA GIRONDE,Promenades ouvertes,0.1,10,Quai de la gironde,19,Promenade,48.89834068,2.381673619
584,Allée des fortifications,Promenades ouvertes,0.3,30,Allée des fortifications,16,,48.86036739,2.264827748
585,JARDIN DU POTAGER (ANCIEN HOPITAL LAENNEC),Promenades ouvertes,0.1,10,29 RUE DE BABYLONE,7,Jardin,48.85062766,2.321397622
586,CIMETIÈRE DE MONTROUGE,Cimetières non parisiens,0.10043694,10.043694,,14,,48.82250711,2.319373325
587,PROMENADE PC 20 RUE DE LA MARE,Promenades ouvertes,0.6,60,11 RUE DE LA MARE,20,Promenade,48.86956728,2.388700369
588,PROMENADE RICHARD LENOIR  SQUARE BREGUET-SABIN (PROMENADE CLAIRE LACOMBE),Promenades ouvertes,0.30906618,30.906618,35   BOULEVARD RICHARD LENOIR,11,Promenade,48.8572305,2.370983589
589,SQUARE GUSTAVE MESUREUR,Promenades ouvertes,0.4906425,49.06425,105 RUE JEANNE ARC,13,Square,48.83374095,2.362371429
590,JARDIN BREGUET,Promenades ouvertes,0.1,10,27 RUE BREGUET,11,Jardin,48.85832444,2.375101155
591,Bois de Vincennes,Bois,0.61735189,61.735189,,12,Bois,48.81895279,2.450738357
592,Bois de Vincennes,Bois,0.4581448,45.81448,,12,Bois,48.82274097,2.462900405
593,Bois de Vincennes,Bois,0.58808943,58.808943,,12,Bois,48.84482959,2.441110181
594,Bois de Vincennes,Bois,0.63629633,63.629633,,12,Bois,48.83635094,2.425315875
595,JARDIN DE L'EGLISE SAINT-JEAN-DENYS-BÜHLER,Promenades ouvertes,0.39661916,39.661916,147 RUE GRENELLE,7,Jardin,48.85739186,2.30804362
596,JARDIN DE L'HOPITAL SAINT-LOUIS,Promenades ouvertes,0.6,60,40 RUE BICHAT,10,Jardin,48.87329824,2.367549159
597,SQUARE HECTOR MALOT,Promenades ouvertes,0.4916096,49.16096,17 RUE HECTOR MALOT,12,Square,48.84711352,2.376913556
598,SQUARE ROGER COQUOIN,Promenades ouvertes,0.48248259,48.248259,14 AV FERDINAND BUISSON,16,Square,48.83614554,2.254972449
599,JARDIN SERGE GAINSBOURG,Promenades ouvertes,0.3,30,11 AVENUE DE LA PORTE DES LILAS,19,Jardin,48.878611,2.408110136
600,JARDIN VILLEMIN,Promenades ouvertes,0.24725661,24.725661,20 RUE RECOLLETS,10,Jardin,48.87514693,2.361795833
601,PARC DE BERCY,Promenades ouvertes,0.33744447,33.744447,2 RUE JOSEPH KESSEL,12,Parc,48.83358943,2.384466011
602,SQUARE DE JESSAINT,Promenades ouvertes,0.62051297,62.051297,21 PL CHAPELLE,18,Square,48.88467465,2.358647933
603,Bois de Boulogne,Bois,0.43247996,43.247996,,16,Bois,48.87852789,2.263956068
604,PROMENADE BERNARD LAFAY - A6,Promenades ouvertes,0.47180741,47.180741,5 AV PORTE CHAMPERRET,17,Promenade,48.88542268,2.286464614
605,PROMENADE RICHARD LENOIR SQUARE MAY PICQUERAY,Promenades ouvertes,0.68790772,68.790772,35   BOULEVARD RICHARD LENOIR,11,Promenade,48.86343304,2.37146183
606,SQUARE ALEX BISCARRE,Promenades ouvertes,0.41202173,41.202173,31 RUE NOTRE DAME LORETTE,9,Square,48.8784949,2.336743417
607,SQUARE ROBERT SCHUMANN,Promenades ouvertes,0.15775138,15.775138,20 BD LANNES,16,Square,48.86912734,2.272683766
608,JARDIN DU RANELAGH,Promenades ouvertes,0.41149112,41.149112,22   CHAUSSEE DE LA MUETTE,16,Jardin,48.85902078,2.269186844
609,Bois de Boulogne,Bois,0.70598573,70.598573,,16,Bois,48.86168378,2.243478008
610,PROMENADE DE LA FORET LINEAIRE NORD,Promenades ouvertes,0.2,20,25 QUAI DU LOT,19,Promenade,48.90080602,2.379126157
611,SQUARE RAOUL NORDLING,Promenades ouvertes,0.3766344,37.66344,32 RUE SAINT BERNARD,11,Square,48.852658,2.38156882
612,Jardin d'Isoré,Promenades ouvertes,0.6,60,1 rue Bézout,14,Jardin,48.82890207,2.333040511
613,JARDIN HEROLD,Promenades ouvertes,0.0048166,0.48166,13 RUE FRANCIS PONGE,19,Jardin,48.88248225,2.394953746
614,SQUARE D'AJACCIO,Promenades ouvertes,0.60347664,60.347664,127 RUE GRENELLE,7,Square,48.85748886,2.314610673
615,MAIL BELLIARD,Jardinets décoratifs,0.95334707,95.334707,1 V RUE LEIBNIZ,18,Mail,48.89633116,2.334349854
616,JARDINIERES DE LA PLACE DU PERE MARCELLIN CHAMPAGNAT,Décorations sur la voie publique,0.28367897,28.367897,8   PLACE DU PERE MARCELLIN CHAMPAGNAT,16,Jardiniere,48.85618905,2.280293954
617,PELOUSE DE REUILLY,Promenades ouvertes,0.06056056,6.056056,13  ROUTE DE CEINTURE DU LAC DAUMESNIL,12,Pelouse,48.82979336,2.407050619
618,Manège Baby Bateau,Bois,0,0,29 Route de Ceinture du Lac Daumesnil,12,Bois,48.83283916,2.414105198
619,SQUARE GABRIEL PIERNE,Promenades ouvertes,0.28544161,28.544161,9 RUE SEINE,6,Square,48.85691548,2.336794135
620,Jeu de boules La Nogentaise,Bois,0.50839691,50.839691,14 w Route de la Ménagerie,12,Bois,48.83513054,2.466648077
621,SQUARE RENE LE GALL,Promenades ouvertes,0.44152417,44.152417,28 RUE CROULEBARBE,13,Square,48.83290022,2.349638791
